"cuenta";"descripcion";"cuentaesp"
"7990000000";"Reversión del deterioro de créditos a corto plazo, empresas del grupo";""
"7991000000";"Reversión del deterioro de créditos a corto plazo, empresas asociadas";""
"7992000000";"Reversión del deterioro de créditos a corto plazo, otras partes vinculadas";""
"7993000000";"Reversión del deterioro de créditos a corto plazo, otras empresas";""
"8000000000";"Pérdidas en activos financieros disponibles para la venta";""
"8020000000";"Transferencia de beneficios en activos financieros disponibles para la venta";""
"8100000000";"Pérdidas por coberturas de flujos de efectivo";""
"8110000000";"Pérdidas por coberturas de inversiones netas en un negocio en el extranjero";""
"8120000000";"Transferencia de beneficios por coberturas de flujos de efectivo";""
"8130000000";"Transferencia de beneficios por coberturas de inversiones netas en un negocio en el extranjero";""
"8200000000";"Diferencias de conversión negativas";""
"8210000000";"Transferencia de diferencias de conversión positivas";""
"8300000000";"Impuesto corriente";""
"8301000000";"Impuesto diferido";""
"8330000000";"Ajustes negativos en la imposición sobre beneficios";""
"8340000000";"Ingresos fiscales por diferencias permanentes";""
"8350000000";"Ingresos fiscales por deducciones y bonificaciones";""
"8360000000";"Transferencia de diferencias permanentes";""
"8370000000";"Transferencia de deducciones y bonificaciones";""
"8380000000";"Ajustes positivos en la imposición sobre beneficios";""
"8400000000";"Transferencia de subvenciones oficiales de capital";""
"8410000000";"Transferencia de donaciones y legados de capital";""
"8420000000";"Transferencia de otras subvenciones, donaciones y legados";""
"8500000000";"Pérdidas actuariales";""
"8510000000";"Ajustes negativos en activos por retribuciones a largo plazo de prestación definida";""
"8600000000";"Pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";""
"8620000000";"Transferencia de beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";""
"8910000000";"Deterioro de participaciones en el patrimonio, empresas del grupo";""
"8920000000";"Deterioro de participaciones en el patrimonio, empresas asociadas";""
"9000000000";"Beneficios en activos financieros disponibles para la venta";""
"9020000000";"Transferencia de pérdidas de activos financieros disponibles para la venta";""
"9100000000";"Beneficios por coberturas de flujos de efectivo";""
"9110000000";"Beneficios por coberturas de una inversión neta en un negocio en el extranjero";""
"9120000000";"Transferencia de pérdidas por coberturas de flujos de efectivo";""
"9130000000";"Transferencia de pérdidas por coberturas de una inversión neta en un negocio en el extranjero";""
"9200000000";"Diferencias de conversión positivas";""
"9210000000";"Transferencia de diferencias de conversión negativas";""
"9400000000";"Ingresos de subvenciones oficiales de capital";""
"9410000000";"Ingresos de donaciones y legados de capital";""
"9420000000";"Ingresos de otras subvenciones, donaciones y legados";""
"9500000000";"Ganancias actuariales";""
"9510000000";"Ajustes positivos en activos por retribuciones a largo plazo de prestación definida";""
"9600000000";"Beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";""
"9620000000";"Transferencia de pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";""
"9910000000";"Recuperación de ajustes valorativos negativos previos, empresas del grupo";""
"9920000000";"Recuperación de ajustes valorativos negativos previos, empresas asociadas";""
"9930000000";"Transferencia por deterioro de ajustes valorativos negativos previos, empresas del grupo";""
"9940000000";"Transferencia por deterioro de ajustes valorativos negativos previos, empresas asociadas";""
